127.0.0.1 - - [05/Nov/2023:18:04:12 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:12:09 +0900] "GET /MySNS/images/Thor.jpg HTTP/1.1" 200 762074
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:17:33 +0900] "GET /MySNS/logint.html HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:17:43 +0900] "POST /MySNS/login.jsp HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:17:55 +0900] "POST /MySNS/login.jsp HTTP/1.1" 200 43
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:05 +0900] "POST /MySNS/signup.jsp HTTP/1.1" 200 112
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:14 +0900] "POST /MySNS/login.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:14 +0900] "GET /MySNS/main.jsp HTTP/1.1" 200 2875
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:14 +0900] "GET /MySNS/images/deer-forest-night.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:14 +0900] "GET /MySNS/images/Thor.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:19:16 +0900] "GET /MySNS/feedAdd.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:20:01 +0900] "POST /MySNS/feedAdd.jsp HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:20:03 +0900] "GET /MySNS/main.jsp HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:20:03 +0900] "GET /MySNS/images/Andrew%20Garfield.jpg HTTP/1.1" 200 1927202
0:0:0:0:0:0:0:1 - - [05/Nov/2023:18:20:16 +0900] "GET /MySNS/logout.jsp HTTP/1.1" 200 129
